주상병코드,진료년도,가입자구분,성별,연령,진료실인원(명),진료건수(건),총진료비(천원)
F70-F79,2018년,지역,여자,10-14세,301,1265,92818
F70-F79,2018년,지역,여자,15-19세,431,1970,247236
F70-F79,2018년,지역,여자,20-24세,329,1678,451872
F70-F79,2018년,지역,여자,25-29세,300,2122,1055841
F70-F79,2018년,지역,여자,30-34세,262,1499,522268
F70-F79,2018년,지역,여자,35-39세,230,1386,588045
F70-F79,2018년,지역,여자,40-44세,215,1163,522149
F70-F79,2018년,지역,여자,45-49세,188,955,380505
F70-F79,2018년,지역,여자,50-54세,113,525,98972
F70-F79,2018년,지역,여자,55-59세,93,380,116637
F70-F79,2018년,지역,여자,60-64세,61,319,62983
F70-F79,2018년,지역,여자,65세 이상,37,129,157680
F70-F79,2018년,직장,남자,0-4세,346,1099,54179
F70-F79,2018년,직장,남자,5-9세,1715,8618,420292
F70-F79,2018년,직장,남자,10-14세,1430,8186,499497
F70-F79,2018년,직장,남자,15-19세,2211,11767,1254416
F70-F79,2018년,직장,남자,20-24세,1870,12189,2082901
F70-F79,2018년,직장,남자,25-29세,1322,9591,2609333
F70-F79,2018년,직장,남자,30-34세,581,4303,1299984
F70-F79,2018년,직장,남자,35-39세,387,2535,694671
F70-F79,2018년,직장,남자,40-44세,259,2074,469658
F70-F79,2018년,직장,남자,45-49세,179,899,322362
F70-F79,2018년,직장,남자,50-54세,115,478,143810
F70-F79,2018년,직장,남자,55-59세,76,308,67764
F70-F79,2018년,직장,남자,60-64세,50,226,127107
F70-F79,2018년,직장,남자,65세 이상,46,185,158157
F70-F79,2018년,직장,여자,0-4세,128,367,17009
F70-F79,2018년,직장,여자,5-9세,762,4272,177469
F70-F79,2018년,직장,여자,10-14세,721,3870,245177
F70-F79,2018년,직장,여자,15-19세,1031,5302,480093
F70-F79,2018년,직장,여자,20-24세,722,4619,631028
F70-F79,2018년,직장,여자,25-29세,478,3354,829967
F70-F79,2018년,직장,여자,30-34세,313,2141,570213
F70-F79,2018년,직장,여자,35-39세,227,1305,380495
F70-F79,2018년,직장,여자,40-44세,159,811,162620
F70-F79,2018년,직장,여자,45-49세,137,834,255573
F70-F79,2018년,직장,여자,50-54세,98,508,155912
F70-F79,2018년,직장,여자,55-59세,69,323,135606
F70-F79,2018년,직장,여자,60-64세,53,209,53983
F70-F79,2018년,직장,여자,65세 이상,40,142,65993
F70-F79,2019년,지역,남자,0-4세,105,273,11070
F70-F79,2019년,지역,남자,5-9세,644,2872,162654
F70-F79,2019년,지역,남자,10-14세,567,2560,167022
F70-F79,2019년,지역,남자,15-19세,901,4698,577426
F70-F79,2019년,지역,남자,20-24세,767,4776,1319026
F70-F79,2019년,지역,남자,25-29세,623,4222,1752551
F70-F79,2019년,지역,남자,30-34세,542,4178,1726449
F70-F79,2019년,지역,남자,35-39세,431,2903,1132651
F70-F79,2019년,지역,남자,40-44세,327,2220,805006
F70-F79,2019년,지역,남자,45-49세,266,2023,789681
F70-F79,2019년,지역,남자,50-54세,195,1111,522569
F70-F79,2019년,지역,남자,55-59세,145,837,490665
F70-F79,2019년,지역,남자,60-64세,76,298,177104
F70-F79,2019년,지역,남자,65세 이상,42,470,126729
F70-F79,2019년,지역,여자,0-4세,52,115,6668
F70-F79,2019년,지역,여자,5-9세,312,1245,65528
F70-F79,2019년,지역,여자,10-14세,298,1396,107827
F70-F79,2019년,지역,여자,15-19세,418,1906,275517
F70-F79,2019년,지역,여자,20-24세,315,1519,476132
F70-F79,2019년,지역,여자,25-29세,275,2197,884750
F70-F79,2019년,지역,여자,30-34세,274,1646,771459
F70-F79,2019년,지역,여자,35-39세,246,1399,516584
F70-F79,2019년,지역,여자,40-44세,182,1042,452769
F70-F79,2019년,지역,여자,45-49세,187,1062,383406
F70-F79,2019년,지역,여자,50-54세,118,554,204369
F70-F79,2019년,지역,여자,55-59세,74,285,195736
F70-F79,2019년,지역,여자,60-64세,68,248,44643
F70-F79,2019년,지역,여자,65세 이상,49,217,157965
F70-F79,2019년,직장,남자,0-4세,410,1040,61317
F70-F79,2019년,직장,남자,5-9세,1928,9566,513985
F70-F79,2019년,직장,남자,10-14세,1553,9285,594247
F70-F79,2019년,직장,남자,15-19세,2284,12072,1417251
F70-F79,2019년,직장,남자,20-24세,1934,12596,2372256
F70-F79,2019년,직장,남자,25-29세,1346,10522,2799787
F70-F79,2019년,직장,남자,30-34세,732,5380,1575597
F70-F79,2019년,직장,남자,35-39세,407,2738,782234
F70-F79,2019년,직장,남자,40-44세,256,1792,378979
F70-F79,2019년,직장,남자,45-49세,171,961,314999
F70-F79,2019년,직장,남자,50-54세,111,433,109665
F70-F79,2019년,직장,남자,55-59세,79,259,140061
F70-F79,2019년,직장,남자,60-64세,55,248,213450
F70-F79,2019년,직장,남자,65세 이상,48,198,180877
F70-F79,2019년,직장,여자,0-4세,145,335,23964
F70-F79,2019년,직장,여자,5-9세,815,4505,209147
F70-F79,2019년,직장,여자,10-14세,759,4205,255859
F70-F79,2019년,직장,여자,15-19세,1153,5452,524850
F70-F79,2019년,직장,여자,20-24세,728,4834,797193
F70-F79,2019년,직장,여자,25-29세,525,3726,804347
F70-F79,2019년,직장,여자,30-34세,328,2337,562490
F70-F79,2019년,직장,여자,35-39세,218,1420,392172
F70-F79,2019년,직장,여자,40-44세,162,852,169543
F70-F79,2019년,직장,여자,45-49세,124,533,204484
F70-F79,2019년,직장,여자,50-54세,113,756,106045
F70-F79,2019년,직장,여자,55-59세,77,339,131924
F70-F79,2019년,직장,여자,60-64세,47,164,70468
F70-F79,2019년,직장,여자,65세 이상,43,148,76889
F70-F79,2020년,지역,남자,0-4세,106,245,18800
F70-F79,2020년,지역,남자,5-9세,563,2431,156625
F70-F79,2020년,지역,남자,10-14세,560,2575,206800
F70-F79,2020년,지역,남자,15-19세,782,3647,560387
F70-F79,2020년,지역,남자,20-24세,706,4411,1348916
F70-F79,2020년,지역,남자,25-29세,647,4317,1853163
F70-F79,2020년,지역,남자,30-34세,551,4161,1929233
F70-F79,2020년,지역,남자,35-39세,373,2580,921587
F70-F79,2020년,지역,남자,40-44세,314,2065,999565
F70-F79,2020년,지역,남자,45-49세,238,1620,689172
F70-F79,2020년,지역,남자,50-54세,175,1130,539847
F70-F79,2020년,지역,남자,55-59세,123,537,431423
F70-F79,2020년,지역,남자,60-64세,78,322,175581
F70-F79,2020년,지역,남자,65세 이상,50,265,182143
F70-F79,2020년,지역,여자,0-4세,53,135,11043
F70-F79,2020년,지역,여자,5-9세,250,973,66316
F70-F79,2020년,지역,여자,10-14세,276,1286,112806
F70-F79,2020년,지역,여자,15-19세,388,1564,232068
F70-F79,2020년,지역,여자,20-24세,268,1543,467855
F70-F79,2020년,지역,여자,25-29세,300,2351,969111
F70-F79,2020년,지역,여자,30-34세,237,1435,628533
F70-F79,2020년,지역,여자,35-39세,231,1463,632144
F70-F79,2020년,지역,여자,40-44세,170,888,384717
F70-F79,2020년,지역,여자,45-49세,161,1000,388734
F70-F79,2020년,지역,여자,50-54세,124,571,185158
F70-F79,2020년,지역,여자,55-59세,89,432,286719
F70-F79,2020년,지역,여자,60-64세,49,175,31923
F70-F79,2020년,지역,여자,65세 이상,50,185,125841
F70-F79,2020년,직장,남자,0-4세,377,889,72598
F70-F79,2020년,직장,남자,5-9세,1710,7725,475536
F70-F79,2020년,직장,남자,10-14세,1519,8881,738579
F70-F79,2020년,직장,남자,15-19세,2087,10853,1353258
F70-F79,2020년,직장,남자,20-24세,1831,11653,2525979
F70-F79,2020년,직장,남자,25-29세,1397,10367,3057956
F70-F79,2020년,직장,남자,30-34세,785,5883,1854508
F70-F79,2020년,직장,남자,35-39세,418,2909,760749
F70-F79,2020년,직장,남자,40-44세,245,1647,384015
F70-F79,2020년,직장,남자,45-49세,180,979,380069
F70-F79,2020년,직장,남자,50-54세,114,462,115914
F70-F79,2020년,직장,남자,55-59세,70,288,105287
F70-F79,2020년,직장,남자,60-64세,37,188,167014
F70-F79,2020년,직장,남자,65세 이상,66,229,130144
F70-F79,2020년,직장,여자,0-4세,154,375,30215
F70-F79,2020년,직장,여자,5-9세,744,3220,180178
F70-F79,2020년,직장,여자,10-14세,755,3961,290111
F70-F79,2020년,직장,여자,15-19세,1051,5102,516384
F70-F79,2020년,직장,여자,20-24세,761,4714,859694
F70-F79,2020년,직장,여자,25-29세,573,3899,731115
F70-F79,2020년,직장,여자,30-34세,331,2378,588832
F70-F79,2020년,직장,여자,35-39세,245,1439,443006
F70-F79,2020년,직장,여자,40-44세,145,787,179841
F70-F79,2020년,직장,여자,45-49세,117,543,153539
F70-F79,2020년,직장,여자,50-54세,129,744,150176
F70-F79,2020년,직장,여자,55-59세,87,415,96767
F70-F79,2020년,직장,여자,60-64세,52,173,89462
F70-F79,2020년,직장,여자,65세 이상,61,192,76427
F70-F79,2021년,지역,남자,0-4세,122,400,25887
F70-F79,2021년,지역,남자,5-9세,672,2759,204688
F70-F79,2021년,지역,남자,10-14세,625,3194,255068
F70-F79,2021년,지역,남자,15-19세,818,3352,604250
F70-F79,2021년,지역,남자,20-24세,667,4052,1187000
F70-F79,2021년,지역,남자,25-29세,625,4379,1690003
F70-F79,2021년,지역,남자,30-34세,567,3961,1968751
F70-F79,2021년,지역,남자,35-39세,406,3004,1151670
F70-F79,2021년,지역,남자,40-44세,310,1926,949696
F70-F79,2021년,지역,남자,45-49세,248,1772,794925
F70-F79,2021년,지역,남자,50-54세,206,1343,771358
F70-F79,2021년,지역,남자,55-59세,128,848,536672
F70-F79,2021년,지역,남자,60-64세,87,344,229907
F70-F79,2021년,지역,남자,65세 이상,53,219,194655
F70-F79,2021년,지역,여자,0-4세,44,147,16557
F70-F79,2021년,지역,여자,5-9세,290,1142,72306
F70-F79,2021년,지역,여자,10-14세,320,1358,137203
F70-F79,2021년,지역,여자,15-19세,406,1773,252731
F70-F79,2021년,지역,여자,20-24세,275,1482,450584
F70-F79,2021년,지역,여자,25-29세,283,1875,790637
F70-F79,2021년,지역,여자,30-34세,264,1614,793518
F70-F79,2021년,지역,여자,35-39세,231,1440,677166
F70-F79,2021년,지역,여자,40-44세,190,1004,488850
F70-F79,2021년,지역,여자,45-49세,164,943,446001
F70-F79,2021년,지역,여자,50-54세,140,683,243337
F70-F79,2021년,지역,여자,55-59세,89,421,244947
F70-F79,2021년,지역,여자,60-64세,68,265,100703
F70-F79,2021년,지역,여자,65세 이상,47,166,129071
F70-F79,2021년,직장,남자,0-4세,385,1093,76680
F70-F79,2021년,직장,남자,5-9세,2061,9034,571465
F70-F79,2021년,직장,남자,10-14세,1800,10311,753690
F70-F79,2021년,직장,남자,15-19세,2206,11259,1382473
F70-F79,2021년,직장,남자,20-24세,1784,11939,2651153
F70-F79,2021년,직장,남자,25-29세,1401,10480,3219817
F70-F79,2021년,직장,남자,30-34세,834,6475,1887201
F70-F79,2021년,직장,남자,35-39세,458,3036,887293
F70-F79,2021년,직장,남자,40-44세,278,1535,413742
F70-F79,2021년,직장,남자,45-49세,171,1061,472956
F70-F79,2021년,직장,남자,50-54세,115,681,268620
F70-F79,2021년,직장,남자,55-59세,67,343,113810
F70-F79,2021년,직장,남자,60-64세,51,192,157839
F70-F79,2021년,직장,남자,65세 이상,51,202,117524
F70-F79,2021년,직장,여자,0-4세,151,401,26734
F70-F79,2021년,직장,여자,5-9세,891,3643,242620
F70-F79,2021년,직장,여자,10-14세,824,4537,283991
F70-F79,2021년,직장,여자,15-19세,1058,5244,542221
F70-F79,2021년,직장,여자,20-24세,726,4576,752545
F70-F79,2021년,직장,여자,25-29세,647,4443,908023
F70-F79,2021년,직장,여자,30-34세,344,2535,745395
F70-F79,2021년,직장,여자,35-39세,223,1253,285645
F70-F79,2021년,직장,여자,40-44세,167,1010,201042
F70-F79,2021년,직장,여자,45-49세,131,684,213778
F70-F79,2021년,직장,여자,50-54세,105,751,144403
F70-F79,2021년,직장,여자,55-59세,85,422,120609
F70-F79,2021년,직장,여자,60-64세,44,150,24296
F70-F79,2021년,직장,여자,65세 이상,63,227,68574
F80-F89,2010년,지역,남자,0-4세,1810,6476,478349
F80-F89,2010년,지역,남자,5-9세,1792,9553,570123
F80-F89,2010년,지역,남자,10-14세,1064,8882,418994
F80-F89,2010년,지역,남자,15-19세,721,4866,358417
F80-F89,2010년,지역,남자,20-24세,500,3090,286007
F80-F89,2010년,지역,남자,25-29세,168,987,126193
F80-F89,2010년,지역,남자,30-34세,63,214,15550
F80-F89,2010년,지역,남자,35-39세,53,208,10162
F80-F89,2010년,지역,남자,40-44세,29,68,5093
F80-F89,2010년,지역,남자,45-49세,26,50,20143
F80-F89,2010년,지역,남자,50-54세,21,28,1926
F80-F89,2010년,지역,남자,55-59세,15,32,2685
F80-F89,2010년,지역,남자,60-64세,12,29,327
F80-F89,2010년,지역,남자,65세 이상,30,53,9613
F80-F89,2010년,지역,여자,0-4세,751,2452,199864
F80-F89,2010년,지역,여자,5-9세,608,2857,150535
F80-F89,2010년,지역,여자,10-14세,280,2287,117014
F80-F89,2010년,지역,여자,15-19세,161,996,84441
F80-F89,2010년,지역,여자,20-24세,78,556,76845
F80-F89,2010년,지역,여자,25-29세,44,190,9123
F80-F89,2010년,지역,여자,30-34세,31,65,11428
F80-F89,2010년,지역,여자,35-39세,18,43,1762
F80-F89,2010년,지역,여자,40-44세,14,28,4247
F80-F89,2010년,지역,여자,45-49세,11,12,515
F80-F89,2010년,지역,여자,50-54세,13,22,810
F80-F89,2010년,지역,여자,55-59세,10,11,837
F80-F89,2010년,지역,여자,60-64세,6,8,539
F80-F89,2010년,지역,여자,65세 이상,27,65,10740
F80-F89,2010년,직장,남자,0-4세,5531,22504,1457723
F80-F89,2010년,직장,남자,5-9세,4373,26805,1373346
F80-F89,2010년,직장,남자,10-14세,2420,19116,997904
F80-F89,2010년,직장,남자,15-19세,1534,10698,756281
F80-F89,2010년,직장,남자,20-24세,960,6734,602161
F80-F89,2010년,직장,남자,25-29세,314,1931,201645
F80-F89,2010년,직장,남자,30-34세,108,545,61475
F80-F89,2010년,직장,남자,35-39세,61,228,28352
F80-F89,2010년,직장,남자,40-44세,22,42,2017
F80-F89,2010년,직장,남자,45-49세,19,35,1028
F80-F89,2010년,직장,남자,50-54세,19,37,8759
F80-F89,2010년,직장,남자,55-59세,13,19,973
F80-F89,2010년,직장,남자,60-64세,19,27,578
F80-F89,2010년,직장,남자,65세 이상,43,78,32452
F80-F89,2010년,직장,여자,0-4세,2141,9138,671707
F80-F89,2010년,직장,여자,5-9세,1393,8251,465823
F80-F89,2010년,직장,여자,10-14세,638,5075,315349
F80-F89,2010년,직장,여자,15-19세,312,2349,161901
F80-F89,2010년,직장,여자,20-24세,185,837,58663
F80-F89,2010년,직장,여자,25-29세,84,350,19107
F80-F89,2010년,직장,여자,30-34세,39,112,16477
F80-F89,2010년,직장,여자,35-39세,19,41,1959
F80-F89,2010년,직장,여자,40-44세,13,89,1083
F80-F89,2010년,직장,여자,45-49세,13,17,281
F80-F89,2010년,직장,여자,50-54세,17,37,1067
F80-F89,2010년,직장,여자,55-59세,16,18,1801
F80-F89,2010년,직장,여자,60-64세,14,22,2148
F80-F89,2010년,직장,여자,65세 이상,49,77,9322
F80-F89,2011년,지역,남자,0-4세,1922,7421,455800
F80-F89,2011년,지역,남자,5-9세,1692,10004,489551
F80-F89,2011년,지역,남자,10-14세,1035,8366,440147
F80-F89,2011년,지역,남자,15-19세,791,5195,399684
F80-F89,2011년,지역,남자,20-24세,509,3410,413265
F80-F89,2011년,지역,남자,25-29세,177,1154,110894
F80-F89,2011년,지역,남자,30-34세,58,249,79983
F80-F89,2011년,지역,남자,35-39세,39,163,36151
F80-F89,2011년,지역,남자,40-44세,20,49,4180
F80-F89,2011년,지역,남자,45-49세,20,46,20242
F80-F89,2011년,지역,남자,50-54세,24,36,6327
F80-F89,2011년,지역,남자,55-59세,13,25,26751
F80-F89,2011년,지역,남자,60-64세,9,16,7230
F80-F89,2011년,지역,남자,65세 이상,29,62,32798
F80-F89,2011년,지역,여자,0-4세,761,3349,244999
F80-F89,2011년,지역,여자,5-9세,565,2764,167412
F80-F89,2011년,지역,여자,10-14세,293,2718,172843
F80-F89,2011년,지역,여자,15-19세,149,1508,116236
F80-F89,2011년,지역,여자,20-24세,80,526,65794
F80-F89,2011년,지역,여자,25-29세,43,201,25649
F80-F89,2011년,지역,여자,30-34세,20,64,9911
F80-F89,2011년,지역,여자,35-39세,10,37,2259
F80-F89,2011년,지역,여자,40-44세,10,23,1156
F80-F89,2011년,지역,여자,45-49세,15,23,706
F80-F89,2011년,지역,여자,50-54세,9,12,352
F80-F89,2011년,지역,여자,55-59세,5,13,476
F80-F89,2011년,지역,여자,60-64세,9,10,159
F80-F89,2011년,지역,여자,65세 이상,30,50,2565
F80-F89,2011년,직장,남자,0-4세,6098,26390,1600277
F80-F89,2011년,직장,남자,5-9세,4639,27733,1489609
F80-F89,2011년,직장,남자,10-14세,2450,19428,1026598
F80-F89,2011년,직장,남자,15-19세,1771,11923,910359
F80-F89,2011년,직장,남자,20-24세,1007,8001,767650
F80-F89,2011년,직장,남자,25-29세,355,2603,355524
F80-F89,2011년,직장,남자,30-34세,100,521,51471
F80-F89,2011년,직장,남자,35-39세,48,302,59548
F80-F89,2011년,직장,남자,40-44세,27,72,5320
F80-F89,2011년,직장,남자,45-49세,21,34,1380
F80-F89,2011년,직장,남자,50-54세,20,32,4680
F80-F89,2011년,직장,남자,55-59세,20,29,4666
F80-F89,2011년,직장,남자,60-64세,23,41,3367
F80-F89,2011년,직장,남자,65세 이상,42,86,33315
F80-F89,2011년,직장,여자,0-4세,2347,10485,788124
F80-F89,2011년,직장,여자,5-9세,1373,9776,528164
F80-F89,2011년,직장,여자,10-14세,687,5581,305319
F80-F89,2011년,직장,여자,15-19세,358,2811,171294
F80-F89,2011년,직장,여자,20-24세,176,1099,73507
F80-F89,2011년,직장,여자,25-29세,81,418,39106
F80-F89,2011년,직장,여자,30-34세,35,200,38160
F80-F89,2011년,직장,여자,35-39세,15,28,1553
F80-F89,2011년,직장,여자,40-44세,14,27,1352
F80-F89,2011년,직장,여자,45-49세,13,50,1185
F80-F89,2011년,직장,여자,50-54세,13,25,774
F80-F89,2011년,직장,여자,55-59세,15,24,10453
F80-F89,2011년,직장,여자,60-64세,16,26,11506
F80-F89,2011년,직장,여자,65세 이상,48,83,38814
F80-F89,2012년,지역,남자,0-4세,1799,9947,520285
F80-F89,2012년,지역,남자,5-9세,1744,13324,492083
F80-F89,2012년,지역,남자,10-14세,1023,10058,430722
F80-F89,2012년,지역,남자,15-19세,733,4984,387220
F80-F89,2012년,지역,남자,20-24세,535,4072,396619
F80-F89,2012년,지역,남자,25-29세,205,1403,219000
F80-F89,2012년,지역,남자,30-34세,76,427,111277
F80-F89,2012년,지역,남자,35-39세,42,251,40502
F80-F89,2012년,지역,남자,40-44세,20,77,22974
F80-F89,2012년,지역,남자,45-49세,22,104,33217
F80-F89,2012년,지역,남자,50-54세,17,28,3358
F80-F89,2012년,지역,남자,55-59세,12,18,12376
F80-F89,2012년,지역,남자,60-64세,10,13,455
F80-F89,2012년,지역,남자,65세 이상,23,47,1686
F80-F89,2012년,지역,여자,0-4세,723,4970,257966
F80-F89,2012년,지역,여자,5-9세,591,4532,175544
F80-F89,2012년,지역,여자,10-14세,286,3586,177093
F80-F89,2012년,지역,여자,15-19세,174,1568,65070
F80-F89,2012년,지역,여자,20-24세,93,588,106710
F80-F89,2012년,지역,여자,25-29세,44,295,43293
F80-F89,2012년,지역,여자,30-34세,22,94,18452
F80-F89,2012년,지역,여자,35-39세,17,53,9426
F80-F89,2012년,지역,여자,40-44세,14,58,2001
F80-F89,2012년,지역,여자,45-49세,13,24,1059
F80-F89,2012년,지역,여자,50-54세,21,28,998
F80-F89,2012년,지역,여자,55-59세,9,15,276
F80-F89,2012년,지역,여자,60-64세,7,27,1077
F80-F89,2012년,지역,여자,65세 이상,33,75,5121
F80-F89,2012년,직장,남자,0-4세,5968,38608,1700199
F80-F89,2012년,직장,남자,5-9세,4912,40228,1563126
F80-F89,2012년,직장,남자,10-14세,2530,26164,1080527
F80-F89,2012년,직장,남자,15-19세,1959,14915,1091065
F80-F89,2012년,직장,남자,20-24세,1213,10700,977001
F80-F89,2012년,직장,남자,25-29세,411,3360,454469
F80-F89,2012년,직장,남자,30-34세,145,981,126446
F80-F89,2012년,직장,남자,35-39세,52,322,45186
F80-F89,2012년,직장,남자,40-44세,31,95,8908
F80-F89,2012년,직장,남자,45-49세,17,38,2164
F80-F89,2012년,직장,남자,50-54세,19,37,1596
F80-F89,2012년,직장,남자,55-59세,10,19,753
F80-F89,2012년,직장,남자,60-64세,17,29,4548
F80-F89,2012년,직장,남자,65세 이상,55,93,14202
F80-F89,2012년,직장,여자,0-4세,2331,16320,770635
F80-F89,2012년,직장,여자,5-9세,1471,13619,549585
F80-F89,2012년,직장,여자,10-14세,674,8221,318293
F80-F89,2012년,직장,여자,15-19세,404,3535,202351
F80-F89,2012년,직장,여자,20-24세,201,1356,101230
F80-F89,2012년,직장,여자,25-29세,82,622,91295
F80-F89,2012년,직장,여자,30-34세,34,203,14048
F80-F89,2012년,직장,여자,35-39세,19,76,15756
F80-F89,2012년,직장,여자,40-44세,12,23,1348
F80-F89,2012년,직장,여자,45-49세,10,21,528
F80-F89,2012년,직장,여자,50-54세,25,42,816
F80-F89,2012년,직장,여자,55-59세,17,27,6788
F80-F89,2012년,직장,여자,60-64세,17,19,551
F80-F89,2012년,직장,여자,65세 이상,48,70,5457
F80-F89,2013년,지역,남자,0-4세,2005,9620,512881
F80-F89,2013년,지역,남자,5-9세,1683,11796,484187
F80-F89,2013년,지역,남자,10-14세,878,10023,418261
F80-F89,2013년,지역,남자,15-19세,822,5923,418596
F80-F89,2013년,지역,남자,20-24세,503,3601,469184
F80-F89,2013년,지역,남자,25-29세,253,1965,268916
F80-F89,2013년,지역,남자,30-34세,98,698,166237
F80-F89,2013년,지역,남자,35-39세,43,269,51190
F80-F89,2013년,지역,남자,40-44세,31,163,32026
F80-F89,2013년,지역,남자,45-49세,15,37,24166
F80-F89,2013년,지역,남자,50-54세,15,38,22884
F80-F89,2013년,지역,남자,55-59세,14,18,763
F80-F89,2013년,지역,남자,60-64세,5,24,4724
F80-F89,2013년,지역,남자,65세 이상,24,101,12655
F80-F89,2013년,지역,여자,0-4세,716,4013,197879
F80-F89,2013년,지역,여자,5-9세,574,5030,205566
F80-F89,2013년,지역,여자,10-14세,262,2280,93666
F80-F89,2013년,지역,여자,15-19세,169,1745,79885
F80-F89,2013년,지역,여자,20-24세,98,662,72798
F80-F89,2013년,지역,여자,25-29세,56,416,93910
F80-F89,2013년,지역,여자,30-34세,27,119,14534
F80-F89,2013년,지역,여자,35-39세,21,104,6991
F80-F89,2013년,지역,여자,40-44세,20,46,1330
F80-F89,2013년,지역,여자,45-49세,11,14,1252
F80-F89,2013년,지역,여자,50-54세,7,14,845
F80-F89,2013년,지역,여자,55-59세,13,20,855
F80-F89,2013년,지역,여자,60-64세,9,20,501
F80-F89,2013년,지역,여자,65세 이상,31,56,4599
F80-F89,2013년,직장,남자,0-4세,6486,37931,1637740
F80-F89,2013년,직장,남자,5-9세,5278,42799,1653901
F80-F89,2013년,직장,남자,10-14세,2456,27226,1151093
F80-F89,2013년,직장,남자,15-19세,2162,18537,1286147
F80-F89,2013년,직장,남자,20-24세,1369,11716,1107265
F80-F89,2013년,직장,남자,25-29세,546,4364,465413
F80-F89,2013년,직장,남자,30-34세,176,1282,188100
F80-F89,2013년,직장,남자,35-39세,68,411,54273
F80-F89,2013년,직장,남자,40-44세,27,94,20981
F80-F89,2013년,직장,남자,45-49세,18,64,3019
F80-F89,2013년,직장,남자,50-54세,27,58,3286
F80-F89,2013년,직장,남자,55-59세,17,26,947
F80-F89,2013년,직장,남자,60-64세,17,30,1526
F80-F89,2013년,직장,남자,65세 이상,57,78,7470
F80-F89,2013년,직장,여자,0-4세,2447,15084,917110
F80-F89,2013년,직장,여자,5-9세,1634,15410,673314
F80-F89,2013년,직장,여자,10-14세,693,9309,363829
F80-F89,2013년,직장,여자,15-19세,433,4124,214872
F80-F89,2013년,직장,여자,20-24세,222,1853,127767
F80-F89,2013년,직장,여자,25-29세,103,704,117013
F80-F89,2013년,직장,여자,30-34세,41,291,29646
F80-F89,2013년,직장,여자,35-39세,16,35,1577
F80-F89,2013년,직장,여자,40-44세,21,48,1694
F80-F89,2013년,직장,여자,45-49세,13,20,451
F80-F89,2013년,직장,여자,50-54세,19,39,1539
F80-F89,2013년,직장,여자,55-59세,24,28,1372
F80-F89,2013년,직장,여자,60-64세,22,35,961
F80-F89,2013년,직장,여자,65세 이상,60,83,4464
F80-F89,2014년,지역,남자,0-4세,1880,8015,418965
F80-F89,2014년,지역,남자,5-9세,1542,10301,427863
F80-F89,2014년,지역,남자,10-14세,728,7633,346435
F80-F89,2014년,지역,남자,15-19세,806,6595,502793
F80-F89,2014년,지역,남자,20-24세,522,3721,458653
F80-F89,2014년,지역,남자,25-29세,289,2437,356667
F80-F89,2014년,지역,남자,30-34세,123,857,122408
F80-F89,2014년,지역,남자,35-39세,48,301,102131
F80-F89,2014년,지역,남자,40-44세,23,137,25419
F80-F89,2014년,지역,남자,45-49세,17,40,3002
F80-F89,2014년,지역,남자,50-54세,14,61,45682
F80-F89,2014년,지역,남자,55-59세,9,11,1520
F80-F89,2014년,지역,남자,60-64세,11,42,14211
F80-F89,2014년,지역,남자,65세 이상,34,54,2994
F80-F89,2014년,지역,여자,0-4세,753,4157,223019
F80-F89,2014년,지역,여자,5-9세,552,3769,175342
F80-F89,2014년,지역,여자,10-14세,189,1663,77001
F80-F89,2014년,지역,여자,15-19세,168,1865,89783
F80-F89,2014년,지역,여자,20-24세,109,987,145550
F80-F89,2014년,지역,여자,25-29세,45,345,85713
F80-F89,2014년,지역,여자,30-34세,34,178,15506
F80-F89,2014년,지역,여자,35-39세,19,119,5547
F80-F89,2014년,지역,여자,40-44세,13,32,3802
F80-F89,2014년,지역,여자,45-49세,7,10,579
F80-F89,2014년,지역,여자,50-54세,7,13,7186
F80-F89,2014년,지역,여자,55-59세,10,18,911
F80-F89,2014년,지역,여자,60-64세,13,35,1109
F80-F89,2014년,지역,여자,65세 이상,28,101,5038
F80-F89,2014년,직장,남자,0-4세,6438,36716,1773712
F80-F89,2014년,직장,남자,5-9세,5099,38088,1516501
F80-F89,2014년,직장,남자,10-14세,2216,24811,1103857
F80-F89,2014년,직장,남자,15-19세,2297,22862,1426318
F80-F89,2014년,직장,남자,20-24세,1508,13194,1339235
F80-F89,2014년,직장,남자,25-29세,673,5523,616022
F80-F89,2014년,직장,남자,30-34세,199,1467,216796
F80-F89,2014년,직장,남자,35-39세,73,443,78473
F80-F89,2014년,직장,남자,40-44세,31,156,39756
F80-F89,2014년,직장,남자,45-49세,24,45,2220
F80-F89,2014년,직장,남자,50-54세,16,20,1316
F80-F89,2014년,직장,남자,55-59세,19,44,5223
F80-F89,2014년,직장,남자,60-64세,21,34,6963
F80-F89,2014년,직장,남자,65세 이상,48,107,7401
F80-F89,2014년,직장,여자,0-4세,2419,15171,745655
F80-F89,2014년,직장,여자,5-9세,1609,13781,635261
F80-F89,2014년,직장,여자,10-14세,610,8891,405971
F80-F89,2014년,직장,여자,15-19세,468,5509,260003
F80-F89,2014년,직장,여자,20-24세,235,2314,155469
F80-F89,2014년,직장,여자,25-29세,136,993,155457
F80-F89,2014년,직장,여자,30-34세,49,308,54502
F80-F89,2014년,직장,여자,35-39세,17,34,1184
F80-F89,2014년,직장,여자,40-44세,19,48,1503
F80-F89,2014년,직장,여자,45-49세,11,14,700
F80-F89,2014년,직장,여자,50-54세,13,17,296
